timestamp,event_type,token_id,reset_time_utc8
2026-07-01 00:05:32,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-01 08:05:32
2026-07-01 00:05:50,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-01 08:05:50
2026-07-01 08:14:58,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-01 16:14:58
2026-07-01 08:15:15,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-01 16:15:15
2026-07-01 12:09:23,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-01 20:09:23
2026-07-01 12:09:40,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-01 20:09:40
2026-07-01 16:27:26,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-02 00:27:26
2026-07-01 16:27:43,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-02 00:27:43
2026-07-02 00:08:58,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-02 08:08:58
2026-07-02 00:09:15,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-02 08:09:15
2026-07-02 07:33:43,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-02 15:33:43
2026-07-02 07:34:01,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-02 15:34:01
2026-07-02 11:34:38,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-02 19:34:38
2026-07-02 11:34:56,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-02 19:34:56
2026-07-02 16:05:33,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 00:05:33
2026-07-02 16:05:50,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 00:05:50
2026-07-03 00:07:06,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 08:07:06
2026-07-03 00:07:25,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 08:07:25
2026-07-03 07:21:33,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 15:21:33
2026-07-03 07:21:52,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 15:21:52
2026-07-03 11:33:12,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 19:33:12
2026-07-03 11:33:29,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 19:33:29
2026-07-03 15:52:45,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 23:52:45
2026-07-03 15:53:04,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-03 23:53:04
2026-07-04 00:05:23,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 08:05:23
2026-07-04 00:05:40,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 08:05:40
2026-07-04 06:47:53,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 14:47:53
2026-07-04 06:48:11,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 14:48:11
2026-07-04 10:54:44,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 18:54:44
2026-07-04 10:55:01,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 18:55:01
2026-07-04 15:06:03,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 23:06:03
2026-07-04 15:06:20,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-04 23:06:20
2026-07-05 00:02:38,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-05 08:02:38
2026-07-05 00:02:55,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-05 08:02:55
2026-07-05 07:27:20,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-05 15:27:20
2026-07-05 07:27:37,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-05 15:27:37
2026-07-05 11:04:54,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-05 19:04:54
2026-07-05 11:05:11,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-05 19:05:11
2026-07-05 15:13:17,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-05 23:13:17
2026-07-05 15:13:36,SESSION-RESET-TRIGGER,TOKEN_2,2026-07-05 23:13:36
